uuid,register_number,log_number,card_number,subcollectie,serie_name,preference,description,entry_number,catalog_card,catalog_card_scan,location,person,date,code,log_page_id,object_number,file_uuid,file_name,dam_path
e598fb13-eea8-64b9-b66e-e31ffd865b5a,NL-HlmNHA_1478_24038K00,NL-HlmNHA_1478_24038K,00,K,"Kleinbeeld 1984",1984,"Mensen genieten van de zon Grote Markt",106756,Zonnen,NHA012000024_Z_0149,"Haarlem, Grote Markt",,13-04-1984,NL-HlmNHA_1478_24038K,,NL-HlmNHA_1478_24038K00_36,a10cbbad-1f65-ad19-d200-8ce0f2537ff8,NL-HlmNHA_1478_24038K00_36,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_24038K00/"
ddab6a31-5bdd-3d97-355f-ea05d28bc8a1,NL-HlmNHA_1478_13190K01,NL-HlmNHA_1478_13190K,01,K,"Kleinbeeld 1974",1974,"Lampionoptocht in Wijk aan Zee",58584,Optochten,NHA012000015_O_0277,,,10-08-1974,NL-HlmNHA_1478_13190K,,NL-HlmNHA_1478_13190K01_06,8482cd39-7dda-18b2-2c7e-7d8196d3bf5d,NL-HlmNHA_1478_13190K01_06,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_13190K01/"
e33e4dc9-3939-7e88-d3f9-1d450fd0878d,NL-HlmNHA_1478_13758K00,NL-HlmNHA_1478_13758K,00,K,"Kleinbeeld 1975",1975,"Repro's opgraven van lijken Kennemerduinen ter hoogte Spartelmeer",61529,Erebegraafplaats,NHA012000005_E_0112,,,18-04-1975,NL-HlmNHA_1478_13758K,,NL-HlmNHA_1478_13758K00_21,17fb9623-1d74-4fbc-7126-86e264e62c86,NL-HlmNHA_1478_13758K00_21,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_13758K00/"
2188cb00-bb83-d7a8-7f93-46cc92a6eab7,NL-HlmNHA_1478_03125K00,NL-HlmNHA_1478_03125K,00,K,"Kleinbeeld 1965",1965,"Zandvoort Meeuwen - (Zaterdag) Vlug en Vaardig.",30075,Voetbal,NHA012000021_V_0536,,,13-03-1965,NL-HlmNHA_1478_03125K,,NL-HlmNHA_1478_03125K00_13,0b992092-310c-5db3-adce-431d39a4e418,NL-HlmNHA_1478_03125K00_13,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_03125K00/"
f04718d1-2dec-2735-fe8c-58a1a4189c2f,NL-HlmNHA_1478_06503K00,NL-HlmNHA_1478_06503K,00,K,"Kleinbeeld 1968",1968,"Huldiging voorzitter Blindenbond",38546,Huldiging,NHA012000008_H_0616,,,22-09-1968,NL-HlmNHA_1478_06503K,,NL-HlmNHA_1478_06503K00_19,5dc8ebe8-b694-773a-457d-c164d20244f9,NL-HlmNHA_1478_06503K00_19,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_06503K00/"
b4207f05-6c99-e466-62d6-ee61f2beeac9,NL-HlmNHA_1478_24530K02,NL-HlmNHA_1478_24530K,02,K,"Kleinbeeld 1984",1984,"Sizo - Desto",109741,Voetbal,NHA012000021_V_0471,,,05-10-1984,NL-HlmNHA_1478_24530K,,NL-HlmNHA_1478_24530K02_04,50cd9877-25d0-040f-d45a-eec01e893aba,NL-HlmNHA_1478_24530K02_04,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_24530K02/"
d8c44385-9005-31d7-bde1-8972f357610c,NL-HlmNHA_1478_09446K00,NL-HlmNHA_1478_09446K,00,K,"Kleinbeeld 1971",1971,"Festiviteiten IJmuiden, Santpoort, Driehuis",48529,Koninginnedag,NHA012000011_K_0316,,,30-04-1971,NL-HlmNHA_1478_09446K,,NL-HlmNHA_1478_09446K00_21,7b401ff2-d9ca-e5bc-aceb-b6528d5aff35,NL-HlmNHA_1478_09446K00_21,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_09446K00/"
dcf8006f-8f5d-5bf6-d058-856a12545173,NL-HlmNHA_1478_15821K01,NL-HlmNHA_1478_15821K,01,K,"Kleinbeeld 1977",1977,"Reportage Udo Buys, Oostenrijk",72567,Reportage,NHA012000017_R_0201,,"Buys, Udo J.",04-08-1977,NL-HlmNHA_1478_15821K,,NL-HlmNHA_1478_15821K01_01,508fb37d-e916-31d0-8120-742e2280220c,NL-HlmNHA_1478_15821K01_01,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_15821K01/"
a5da4df5-8bbc-390c-a930-f7a0aa1ee171,NL-HlmNHA_1478_18360K00,NL-HlmNHA_1478_18360K,00,K,"Kleinbeeld 1979",1979,"Burgemeester Reehorst zaagt de week door (studenten)",81983|81981,Burgemeesters|Studenten,NHA012000002_B_0787|NHA012000018_S_0827,Haarlem,"Reehorst, Jan",29-08-1979,NL-HlmNHA_1478_18360K,,NL-HlmNHA_1478_18360K00_04,b213b7c5-9e1a-63ac-562b-47ead2ce8329,NL-HlmNHA_1478_18360K00_04,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_18360K00/"
9e9b8497-4a92-d20c-28d5-d920e5e7ddaa,NL-HlmNHA_1478_18360K00,NL-HlmNHA_1478_18360K,00,K,"Kleinbeeld 1979",1979,"Burgemeester Reehorst in lelijke eend",81982,Burgemeesters,NHA012000002_B_0787,,"Reehorst, Jan",29-08-1979,NL-HlmNHA_1478_18360K,,NL-HlmNHA_1478_18360K00_01,75db6238-a7d2-aa36-f856-05328f06c369,NL-HlmNHA_1478_18360K00_01,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_18360K00/"
625a75a3-bb37-2e33-1278-f6e9d4c8e22c,NL-HlmNHA_1478_07281K00,NL-HlmNHA_1478_07281K,00,K,"Kleinbeeld 1969",1969,"Hr. Roesen in tuin",41646,Personen,NHA012000016_P_0191,,,30-06-1969,NL-HlmNHA_1478_07281K,,NL-HlmNHA_1478_07281K00_14,f99a5bb9-9d7a-4d23-b00c-86c6afcc80a4,NL-HlmNHA_1478_07281K00_14,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_07281K00/"
56c48fa9-1ccf-b3b0-296e-e2fad8642d7a,NL-HlmNHA_1478_24228K00,NL-HlmNHA_1478_24228K,00,K,"Kleinbeeld 1984",1984,"Finish junioren kampioenschappen Zandvoort",107830,Wielrennen,NHA012000022_W_0232,Zandvoort,,16-06-1984,NL-HlmNHA_1478_24228K,,NL-HlmNHA_1478_24228K00_04,40b84fcf-3cc6-44d9-4fb7-ddbbd98f8aeb,NL-HlmNHA_1478_24228K00_04,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_24228K00/"
59b052ba-5e69-a2ef-4ae2-7c47d809db05,NL-HlmNHA_1478_20533K00,NL-HlmNHA_1478_20533K,00,K,"Kleinbeeld 1981",1981,"Portret van hr. v.d. Lande, St Bavo, Noordwijkerhout",90671|90670,Doktoren|Portretten,NHA012000004_D_0193|NHA012000016_P_0639,Noordwijkerhout,,26-03-1981,NL-HlmNHA_1478_20533K,,NL-HlmNHA_1478_20533K00_36,29d1e3c0-bb0d-4554-3041-12622eec736f,NL-HlmNHA_1478_20533K00_36,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_20533K00/"
5299d735-d5eb-11e8-77e9-5f5258ff6395,NL-HlmNHA_1478_19648K01,NL-HlmNHA_1478_19648K,01,K,"Kleinbeeld 1980",1980,"J. den Boer SRV winkelier",87115,Personen,NHA012000016_P_0280,,,11-08-1980,NL-HlmNHA_1478_19648K,,NL-HlmNHA_1478_19648K01_18,cae208a1-cda0-d137-cbb8-ea3bfad8657f,NL-HlmNHA_1478_19648K01_18,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_19648K01/"
6163b96e-fcd4-a281-5333-c7b1725c3c09,NL-HlmNHA_1478_20333K01,NL-HlmNHA_1478_20333K,01,K,"Kleinbeeld 1981",1981,"Dame in Friese klederdracht",89808|89809,Klederdrachten|Personen,NHA012000011_K_0229|NHA012000016_P_0286,,,29-01-1981,NL-HlmNHA_1478_20333K,,NL-HlmNHA_1478_20333K01_19,ede883c8-d305-38fa-dd38-1dc0ae3c29e3,NL-HlmNHA_1478_20333K01_19,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_20333K01/"
2f332c1b-87ac-5481-c362-57aa997edc79,NL-HlmNHA_1478_13105K00,NL-HlmNHA_1478_13105K,00,K,"Kleinbeeld 1974",1974,"Exterieur kleuterschool ""De Zevensprong"" in Heemskerk.",58257|58256,Exterieur|Scholen,NHA012000005_E_0240|NHA012000018_S_0604,,,09-07-1974,NL-HlmNHA_1478_13105K,,NL-HlmNHA_1478_13105K00_29,e0d89bb8-54ee-5b7d-510d-dddc35f85f50,NL-HlmNHA_1478_13105K00_29,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_13105K00/"
9bb571a2-c0b4-29f3-bfeb-49752d5f1d6b,NL-HlmNHA_1478_19864K00,NL-HlmNHA_1478_19864K,00,K,"Kleinbeeld 1980",1980,"Terrein van Oudheusdenstraat in Badhoevedorp",87951,Terreinen,NHA012000019_T_0192,"Badhoevedorp, Oudheusdenstraat",,30-09-1980,NL-HlmNHA_1478_19864K,,NL-HlmNHA_1478_19864K00_24,f30222d2-2823-7333-de9b-62530e14639a,NL-HlmNHA_1478_19864K00_24,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_19864K00/"
c73dd600-9c17-8a89-8741-5c3af2b677b7,NL-HlmNHA_1478_19864K00,NL-HlmNHA_1478_19864K,00,K,"Kleinbeeld 1980",1980,"Les over begroting Sassenheim",87937,Onderwijs,NHA012000015_O_0051,Sassenheim,,30-09-1980,NL-HlmNHA_1478_19864K,,NL-HlmNHA_1478_19864K00_03,c214715c-cd4b-ad89-e908-83ebbdd5149f,NL-HlmNHA_1478_19864K00_03,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_19864K00/"
36789ca4-0645-11b7-3642-0ac76b4296d1,NL-HlmNHA_1478_07845K00,NL-HlmNHA_1478_07845K,00,K,"Kleinbeeld 1970",1970,"1e paal massage v.d. Zwaart",43669,"Eerste paal",NHA012000005_E_0048,,,07-01-1970,NL-HlmNHA_1478_07845K,,NL-HlmNHA_1478_07845K00_05,78cecab4-fbbd-e0d5-ffdd-813e4ba28f2c,NL-HlmNHA_1478_07845K00_05,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_07845K00/"
4727bcf4-d5dd-5786-303e-5d8fa36c754e,NL-HlmNHA_1478_12725K01,NL-HlmNHA_1478_12725K,01,K,"Kleinbeeld 1974",1974,"Werkzaamheden bij nieuwe Spuikanaal IJmuiden",56912,Werkzaamheden,NHA012000022_W_0151,"IJmuiden, Spuikanaal",,25-02-1974,NL-HlmNHA_1478_12725K,,NL-HlmNHA_1478_12725K01_06,d84abb10-256a-0a5d-f7e7-a44e56e7d947,NL-HlmNHA_1478_12725K01_06,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_12725K01/"
3fef9a9b-776d-804d-9f32-52fcf31a19bf,NL-HlmNHA_1478_28707K00,NL-HlmNHA_1478_28707K,00,K,"Kleinbeeld 1988",1988,"Surfen, ijmuiden",131061,Surfen,NHA012000018_S_0304,IJmuiden,,16-02-1988,NL-HlmNHA_1478_28707K,,NL-HlmNHA_1478_28707K00_17,68bbf719-5f98-9058-f557-cd6ee6b86a1a,NL-HlmNHA_1478_28707K00_17,"/VeleHanden Fotopersbureau De Boer/Batch_06/NL-HlmNHA_1478_28707K00/"
1f94f5cb-9a7c-4905-f32e-d8ff80d275cd,NL-HlmNHA_1478_11921K00,NL-HlmNHA_1478_11921K,00,K,"Kleinbeeld 1973",1973,"Honden op terras bij Brinkmann",54479,Dieren,NHA012000004_D_0099,,,06-06-1973,NL-HlmNHA_1478_11921K,,NL-HlmNHA_1478_11921K00_20,5c964ad6-841f-3af6-bb95-a47dd999e01b,NL-HlmNHA_1478_11921K00_20,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_11921K00/"
e36dda74-fd47-64c7-1eb2-7ab5f9b8f9a3,NL-HlmNHA_1478_29706K00,NL-HlmNHA_1478_29706K,00,K,"Kleinbeeld 1988",1988,"Hr. Brouwer, expositie in de bibliotheek in Beverwijk",136113,Expositie,NHA012000005_E_0163,Beverwijk,,27-10-1988,NL-HlmNHA_1478_29706K,,NL-HlmNHA_1478_29706K00_07,201c04c4-9343-97a7-8673-8219b289c786,NL-HlmNHA_1478_29706K00_07,"/VeleHanden Fotopersbureau De Boer/Batch_06/NL-HlmNHA_1478_29706K00/"
07ada1c1-c19c-55d4-ee5f-360a4113b39c,NL-HlmNHA_1478_09426K01,NL-HlmNHA_1478_09426K,01,K,"Kleinbeeld 1971",1971,"Hillegom - Hoofddorp",48466,Voetbal,NHA012000021_V_0520,,,25-04-1971,NL-HlmNHA_1478_09426K,,NL-HlmNHA_1478_09426K01_28,49645528-ae86-3edc-fc5a-65e7b81bcb10,NL-HlmNHA_1478_09426K01_28,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_09426K01/"
44a9da02-f3c2-3196-21b4-71e7c67ba714,NL-HlmNHA_1478_10363K00,NL-HlmNHA_1478_10363K,00,K,"Kleinbeeld 1972",1972,"Dames bij visfileerder IJmuiden",51305,Bezoeken,NHA012000002_B_0330,,,08-02-1972,NL-HlmNHA_1478_10363K,,NL-HlmNHA_1478_10363K00_18,2a5b8d33-6970-268e-8d84-22ebe5a24a3f,NL-HlmNHA_1478_10363K00_18,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_10363K00/"
fe1ddb2d-4aa9-caf9-f877-e084d68537e1,NL-HlmNHA_1478_11066K00,NL-HlmNHA_1478_11066K,00,K,"Kleinbeeld 1972",1972,"Zeskamp spelen Zandvoort",53707,"Spelen en speelgoed",NHA012000018_S_0209,,,03-10-1972,NL-HlmNHA_1478_11066K,,NL-HlmNHA_1478_11066K00_18,6dba9f1b-7c8c-8190-f7d7-74410979c4c0,NL-HlmNHA_1478_11066K00_18,"/VeleHanden Fotopersbureau De Boer/Batch 2/NL-HlmNHA_1478_11066K00/"
575b1f0e-08d3-cba9-88b5-46c35c8c2ab3,NL-HlmNHA_1478_24292K00,NL-HlmNHA_1478_24292K,00,K,"Kleinbeeld 1984",1984,"Bollenterrein, Lisse",108259,Bloembollen,NHA012000002_B_0394,Lisse,,16-07-1984,NL-HlmNHA_1478_24292K,,NL-HlmNHA_1478_24292K00_25,912ddfa0-ba52-c8c8-d3f0-035118af93b1,NL-HlmNHA_1478_24292K00_25,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_24292K00/"
03fab9c6-afc8-e589-da6d-af2647561309,NL-HlmNHA_1478_03804K00,NL-HlmNHA_1478_03804K,00,K,"Kleinbeeld 1966",1966,"Hr. Goosens",32608,Personen,NHA012000016_P_0326,,,27-06-1966,NL-HlmNHA_1478_03804K,,NL-HlmNHA_1478_03804K00_11,9233644e-b837-fe85-252d-3306b5e9c502,NL-HlmNHA_1478_03804K00_11,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_03804K00/"
bc8fb978-0704-f8ae-925e-b447c1b6768d,NL-HlmNHA_1478_03804K00,NL-HlmNHA_1478_03804K,00,K,"Kleinbeeld 1966",1966,"100 amerikanen brengen bezoek aan Slot Assenburg",32604,Groepen,NHA012000007_G_0038,,,27-06-1966,NL-HlmNHA_1478_03804K,,NL-HlmNHA_1478_03804K00_06,3b3f4b71-4726-c66b-933c-fa4eec04593a,NL-HlmNHA_1478_03804K00_06,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_03804K00/"
7a740fb6-3a9a-3a12-f2a3-a6feb50acc33,NL-HlmNHA_1478_05006K00,NL-HlmNHA_1478_05006K,00,K,"Kleinbeeld 1967",1967,"Vertrek bussen vliegveld Valkenburg",33180,"Noord Zuid Hollandse Vervoersmaatschappij N.V., NZ",NHA012000014_N_0115,,,29-03-1967,NL-HlmNHA_1478_05006K,,NL-HlmNHA_1478_05006K00_16,9012c52f-9db4-93d0-c9d4-0ce0f7a5214d,NL-HlmNHA_1478_05006K00_16,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_05006K00/"
24a32da1-d2b5-6483-18be-dfbf3908544d,NL-HlmNHA_1478_18962K00,NL-HlmNHA_1478_18962K,00,K,"Kleinbeeld 1980",1980,"Jurk Jolanda Prinsen in galerie Van",84437,Kleding,NHA012000011_K_0227,,,12-02-1980,NL-HlmNHA_1478_18962K,,NL-HlmNHA_1478_18962K00_14,b521243d-7177-bb84-094b-ee4123fe13b3,NL-HlmNHA_1478_18962K00_14,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_18962K00/"
6904d97c-736c-374d-4366-e313e8c04425,NL-HlmNHA_1478_23843K00,NL-HlmNHA_1478_23843K,00,K,"Kleinbeeld 1984",1984,"Ext. discotheek Bascule, IJmuiden",105574,Exterieur,NHA012000005_E_0192,IJmuiden,,08-02-1984,NL-HlmNHA_1478_23843K,,NL-HlmNHA_1478_23843K00_12,d62c572f-28f6-9320-5e8c-1901497fbb11,NL-HlmNHA_1478_23843K00_12,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_23843K00/"
d46406ae-a869-1128-8323-db8e5a2eb2b3,NL-HlmNHA_1478_23843K00,NL-HlmNHA_1478_23843K,00,K,"Kleinbeeld 1984",1984,"Veiling inboedel Wals, IJmuiden",105595,Veiling,NHA012000021_V_0046,IJmuiden,,08-02-1984,NL-HlmNHA_1478_23843K,,NL-HlmNHA_1478_23843K00_31,486d755e-a578-d5f3-2855-90e12791ffa3,NL-HlmNHA_1478_23843K00_31,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_23843K00/"
50c179ef-fbae-4d8d-5003-9b17b733fae0,NL-HlmNHA_1478_24652K00,NL-HlmNHA_1478_24652K,00,K,"Kleinbeeld 1984",1984,"DWT - Breda",110538,Waterpolo,NHA012000022_W_0056,,,17-11-1984,NL-HlmNHA_1478_24652K,,NL-HlmNHA_1478_24652K00_31,2e3e5dff-2dbf-acd4-44f8-faa433be5500,NL-HlmNHA_1478_24652K00_31,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_24652K00/"
0cd5ca25-a24a-5966-56a6-5275a258067c,NL-HlmNHA_1478_05246K00,NL-HlmNHA_1478_05246K,00,K,"Kleinbeeld 1967",1967,Wolkenlucht,33873,Wolkenlucht,NHA012000022_W_0315,,,12-06-1967,NL-HlmNHA_1478_05246K,,NL-HlmNHA_1478_05246K00_17,a34cd1f4-1651-6138-60b3-5d2be6df5e74,NL-HlmNHA_1478_05246K00_17,"/VeleHanden Fotopersbureau De Boer/Batch_01/NL-HlmNHA_1478_05246K00/"
1c550211-0b03-7efc-a8e5-ebda262e88f7,NL-HlmNHA_1478_20590K00,NL-HlmNHA_1478_20590K,00,K,"Kleinbeeld 1981",1981,"Portretten minister Van Aardenne tweede kamer",90896,"Politiek, personen politiek",NHA012000016_P_0603,,,08-04-1981,NL-HlmNHA_1478_20590K,,NL-HlmNHA_1478_20590K00_23,fe91daa6-5725-6b63-2b5e-4d8baa4bdddf,NL-HlmNHA_1478_20590K00_23,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_20590K00/"
7967eab2-1f20-098c-66f7-cfcb75fb5661,NL-HlmNHA_1478_18936K00,NL-HlmNHA_1478_18936K,00,K,"Kleinbeeld 1980",1980,Litho's,84349,"Kunst en kunstvoorwerpen",NHA012000011_K_0421,,,05-02-1980,NL-HlmNHA_1478_18936K,,NL-HlmNHA_1478_18936K00_30,b7114979-3b25-6493-c243-67276a69640e,NL-HlmNHA_1478_18936K00_30,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_18936K00/"
8e9a39d9-d3b4-5067-0d28-d8a645f6ac4c,NL-HlmNHA_1478_19129K02,NL-HlmNHA_1478_19129K,02,K,"Kleinbeeld 1980",1980,"Circus Bassie en Adriaan",85084,Circus,NHA012000003_C_0094,,"Toor, Bas van|Toor, Aad van",28-03-1980,NL-HlmNHA_1478_19129K,,NL-HlmNHA_1478_19129K02_05,8067444e-0a57-2f5b-fbb4-eb7bf8bb4fe5,NL-HlmNHA_1478_19129K02_05,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_19129K02/"
e4fccd4d-7023-a391-f106-931310fe8cfa,NL-HlmNHA_1478_00140K00,NL-HlmNHA_1478_00140K,00,K,"Kleinbeeld2 rest",1961,"Opticien Haagman",21567,"Winkels en kiosken",NHA012000022_W_0306,,,26-01-1961,NL-HlmNHA_1478_00140K,,NL-HlmNHA_1478_00140K00_23,0bab3a45-b299-ab33-97f3-60acb8ae58b8,NL-HlmNHA_1478_00140K00_23,"/VeleHanden Fotopersbureau De Boer/Batch_11/NL-HlmNHA_1478_00140K00/"
0240afba-cf7a-4194-2047-da475cc19fd6,NL-HlmNHA_1478_21937K00,NL-HlmNHA_1478_21937K,00,K,"Kleinbeeld 1982",1982,"Drukte strand IJm.",97005,"Strand en stranden",NHA012000018_S_0769,IJmuiden,,26-05-1982,NL-HlmNHA_1478_21937K,,NL-HlmNHA_1478_21937K00_11,fe90ee23-d401-678b-47b4-86f9b7513814,NL-HlmNHA_1478_21937K00_11,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_21937K00/"
96e1f90d-a09a-8de9-141d-5e7d98b57836,NL-HlmNHA_1478_14858K00,NL-HlmNHA_1478_14858K,00,K,"Kleinbeeld 1976",1976,"Neptunus - MEO",68182,Korfbal,NHA012000011_K_0354,,,04-09-1976,NL-HlmNHA_1478_14858K,,NL-HlmNHA_1478_14858K00_16,2fb6838b-f091-64a4-b9c4-aee760fec45a,NL-HlmNHA_1478_14858K00_16,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_14858K00/"
6b1808c5-b576-aacc-23ad-7ecae167e087,NL-HlmNHA_1478_16860K00,NL-HlmNHA_1478_16860K,00,K,"Kleinbeeld 1978",1978,"Fa. Enschede in Grote Kerk, 275 jr. bestaan",76846,"Enschede & Zn, grafische industrie MV Joh.",NHA012000005_E_0103,,,21-06-1978,NL-HlmNHA_1478_16860K,,NL-HlmNHA_1478_16860K00_37,4f29f3f7-93fa-6719-219a-dbe22620333e,NL-HlmNHA_1478_16860K00_37,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_16860K00/"
44f56925-4e4e-8c6a-36cb-ff03a0ef05d1,NL-HlmNHA_1478_13764K00,NL-HlmNHA_1478_13764K,00,K,"Kleinbeeld 1975",1975,"Opening Barteljorisstraat door Wethouder Van Liemt",61543|61560,"Opening, openingen, in gebruik name",NHA012000015_O_0202,"Haarlem, Barteljorisstraat",,19-04-1975|20-04-1975,NL-HlmNHA_1478_13764K,,NL-HlmNHA_1478_13764K00_06,f500853a-1c56-0360-ffb5-a7f184d1f29d,NL-HlmNHA_1478_13764K00_06,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_13764K00/"
5ade1910-bd6c-a3be-7f4f-441aeede613f,NL-HlmNHA_1478_13764K00,NL-HlmNHA_1478_13764K,00,K,"Kleinbeeld 1975",1975,"Elftal ODIN (zaterdag voetbal)",61540,Elftallen,NHA012000005_E_0074,,,19-04-1975,NL-HlmNHA_1478_13764K,,NL-HlmNHA_1478_13764K00_27,760a6faa-1b53-2509-950d-21c1bcaa626a,NL-HlmNHA_1478_13764K00_27,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_13764K00/"
59ffc4fd-d729-327d-99ab-04842b4b2ca7,NL-HlmNHA_1478_28649K00,NL-HlmNHA_1478_28649K,00,K,"Kleinbeeld 1988",1988,"Soiree restaurant Groenendaal",130776,Restaurant,NHA012000017_R_0010,,,29-01-1988,NL-HlmNHA_1478_28649K,,NL-HlmNHA_1478_28649K00_17,9c77a7ba-033b-c92f-ac41-c3aa79f8e940,NL-HlmNHA_1478_28649K00_17,"/VeleHanden Fotopersbureau De Boer/Batch_06/NL-HlmNHA_1478_28649K00/"
5d262af6-e091-2358-0b68-531cf0974aef,NL-HlmNHA_1478_29032K00,NL-HlmNHA_1478_29032K,00,K,"Kleinbeeld 1988",1988,"Ringsteken met paard en rijtuig Heemstede",132703,Koninginnedag,NHA012000011_K_0303,Heemstede,,30-04-1988,NL-HlmNHA_1478_29032K,,NL-HlmNHA_1478_29032K00_24,308f9ea7-7862-43e1-1d71-50a1575596f3,NL-HlmNHA_1478_29032K00_24,"/VeleHanden Fotopersbureau De Boer/Batch_06/NL-HlmNHA_1478_29032K00/"
e2a6b8ba-1c74-99a9-8398-b7b63e337cd7,NL-HlmNHA_1478_22350K00,NL-HlmNHA_1478_22350K,00,K,"Kleinbeeld 1982",1982,"Zelfportret Roelof Klein",98448,"Schilderijen, schilderen, schilders",NHA012000018_S_0445,,"Klein, Roelof",27-09-1982,NL-HlmNHA_1478_22350K,,NL-HlmNHA_1478_22350K00_20,89fe653d-1fb6-8058-89dd-0f9827e262c0,NL-HlmNHA_1478_22350K00_20,"/VeleHanden Fotopersbureau De Boer/Batch_04/NL-HlmNHA_1478_22350K00/"
cfd50ec4-6eb5-be6e-b366-143abb39f7f0,NL-HlmNHA_1478_00256K00,NL-HlmNHA_1478_00256K,00,K,"Kleinbeeld 1962",1962,"Haarlem - Kon. HFC, beker",22954,Voetbal,NHA012000021_V_0563,,,31-03-1962,NL-HlmNHA_1478_00256K,,NL-HlmNHA_1478_00256K00_31,ff14f41e-7006-9b90-20ab-cfd2eafdf5cc,NL-HlmNHA_1478_00256K00_31,"/VeleHanden Fotopersbureau De Boer/Pilot_batch/NL-HlmNHA_1478_00256K00/"
4e45a5d4-049b-455d-ce72-82abc090a099,NL-HlmNHA_1478_14976K01,NL-HlmNHA_1478_14976K,01,K,"Kleinbeeld 1976",1976,"Nieuwe fotozetmachine",68822,"Machines en fabrieken",NHA012000013_M_0011,,,21-10-1976,NL-HlmNHA_1478_14976K,,NL-HlmNHA_1478_14976K01_02,629e7e5f-9dfd-5361-9c7b-d712d72469f6,NL-HlmNHA_1478_14976K01_02,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_14976K01/"
8f38382f-04bf-2d50-39a3-430a7c5a62e1,NL-HlmNHA_1478_16274K01,NL-HlmNHA_1478_16274K,01,K,"Kleinbeeld 1977",1977,"Fietsende kerstboom, H'lem",74391,"Kerstmis en kerstbomen",NHA012000011_K_0135,,,18-12-1977,NL-HlmNHA_1478_16274K,,NL-HlmNHA_1478_16274K01_32,48f43770-312f-0b5b-97a7-1524fc9700a5,NL-HlmNHA_1478_16274K01_32,"/VeleHanden Fotopersbureau De Boer/Batch_03/NL-HlmNHA_1478_16274K01/"
f359dd01-21f1-3be2-b72e-21d2a723b32f,NL-HlmNHA_1478_24152K00,NL-HlmNHA_1478_24152K,00,K,"Kleinbeeld 1984",1984,"Stormvogels - Luydunum",107429,"Voetbal V.S.V., Velsen, Stormvogels",NHA012000021_V_0874,,,20-05-1984,NL-HlmNHA_1478_24152K,,NL-HlmNHA_1478_24152K00_11,c6ea17e1-baa3-89e9-59e9-38678562ca85,NL-HlmNHA_1478_24152K00_11,"/VeleHanden Fotopersbureau De Boer/Batch_05/NL-HlmNHA_1478_24152K00/"
