,predictions,top_1,top_5,title,image_id,scan_id,too_difficult,unusable,annotated_on,annotator_id,annotated_label,checked_on,validator_id,corrected_label,toelichting,gebruiker_id
1684,"{'winkel_binnen': 0.04, 'uitreiking_huldiging': 0.04, 'bloemen': 0.04, 'markt': 0.1, 'etende_mensen': 0.46}",etende_mensen,"['winkel_binnen', 'uitreiking_huldiging', 'bloemen', 'markt', 'etende_mensen']",NL-HlmNHA_1478_10967B00_01,81983,51991,0,0,2022-07-15 18:09:53,21351,no_description_found,2022-07-25 11:20:45,3474,no_description_found,,
1685,"{'winkel_binnen': 0.04, 'uitreiking_huldiging': 0.04, 'bloemen': 0.04, 'markt': 0.1, 'etende_mensen': 0.46}",etende_mensen,"['winkel_binnen', 'uitreiking_huldiging', 'bloemen', 'markt', 'etende_mensen']",NL-HlmNHA_1478_10967B00_01,81983,51991,0,0,2022-07-15 19:41:41,4260,fabriek,2022-07-25 11:20:45,3474,no_description_found,,
1734,"{'haven': 0.05, 'kerk_buiten': 0.06, 'standbeeld': 0.11, 'borden_gevelsteen': 0.15, 'toren': 0.28}",toren,"['haven', 'kerk_buiten', 'standbeeld', 'borden_gevelsteen', 'toren']",NL-HlmNHA_1478_19607B01_01,82202,52210,2,0,2022-07-16 13:11:28,21351,no_description_found,2022-07-25 17:12:22,3474,no_description_found,,
1735,"{'haven': 0.05, 'kerk_buiten': 0.06, 'standbeeld': 0.11, 'borden_gevelsteen': 0.15, 'toren': 0.28}",toren,"['haven', 'kerk_buiten', 'standbeeld', 'borden_gevelsteen', 'toren']",NL-HlmNHA_1478_19607B01_01,82202,52210,2,0,2022-07-16 20:30:20,21666,no_description_found,2022-07-25 17:12:22,3474,no_description_found,,
1830,"{'schaken_dammen': 0.03, 'muziek_optreden': 0.04, 'kunstwerk': 0.05, 'groepsportret': 0.16, 'bouwplaats': 0.47000000000000003}",bouwplaats,"['schaken_dammen', 'muziek_optreden', 'kunstwerk', 'groepsportret', 'bouwplaats']",NL-HlmNHA_1478_17873B18b_01,82151,52159,0,0,2022-07-16 11:40:08,13336,bouwplaats,2022-07-25 16:46:05,3474,no_description_found,,
1831,"{'schaken_dammen': 0.03, 'muziek_optreden': 0.04, 'kunstwerk': 0.05, 'groepsportret': 0.16, 'bouwplaats': 0.47000000000000003}",bouwplaats,"['schaken_dammen', 'muziek_optreden', 'kunstwerk', 'groepsportret', 'bouwplaats']",NL-HlmNHA_1478_17873B18b_01,82151,52159,0,0,2022-07-16 12:56:17,21351,no_description_found,2022-07-25 16:46:05,3474,no_description_found,,
1942,"{'borden_gevelsteen': 0.07, 'dieren_overig': 0.07, 'standbeeld': 0.07, 'woonkamer': 0.14, 'kunstwerk': 0.21}",kunstwerk,"['borden_gevelsteen', 'dieren_overig', 'standbeeld', 'woonkamer', 'kunstwerk']",NL-HlmNHA_1478_14093B00_01,82053,52061,0,0,2022-07-15 22:50:58,22354,theater,2022-07-25 13:26:27,3474,no_description_found,,
1943,"{'borden_gevelsteen': 0.07, 'dieren_overig': 0.07, 'standbeeld': 0.07, 'woonkamer': 0.14, 'kunstwerk': 0.21}",kunstwerk,"['borden_gevelsteen', 'dieren_overig', 'standbeeld', 'woonkamer', 'kunstwerk']",NL-HlmNHA_1478_14093B00_01,82053,52061,0,0,2022-07-16 04:19:37,24087,spoorweg,2022-07-25 13:26:27,3474,no_description_found,,
2390,"{'sneeuwlandschap': 0.04, 'dieren_overig': 0.06, 'portret': 0.09, 'auto_ongeluk': 0.13, 'standbeeld': 0.34}",standbeeld,"['sneeuwlandschap', 'dieren_overig', 'portret', 'auto_ongeluk', 'standbeeld']",NL-HlmNHA_1478_14095B00_01,83734,53742,0,0,2022-08-16 18:13:59,13212,no_description_found,2022-08-16 19:00:45,1,no_description_found,,
2391,"{'sneeuwlandschap': 0.04, 'dieren_overig': 0.06, 'portret': 0.09, 'auto_ongeluk': 0.13, 'standbeeld': 0.34}",standbeeld,"['sneeuwlandschap', 'dieren_overig', 'portret', 'auto_ongeluk', 'standbeeld']",NL-HlmNHA_1478_14095B00_01,83734,53742,0,0,2022-08-16 19:00:45,21385,no_description_found,2022-08-16 19:00:45,1,no_description_found,,
3114,"{'haven': 0.03, 'boten': 0.04, 'standbeeld': 0.12, 'bouwplaats': 0.33, 'fabriek': 0.39}",fabriek,"['haven', 'boten', 'standbeeld', 'bouwplaats', 'fabriek']",NL-HlmNHA_1478_03103B00_01,89019,59027,0,0,2022-08-05 15:26:03,13216,no_description_found,2022-08-05 16:07:54,1,no_description_found,,
3115,"{'haven': 0.03, 'boten': 0.04, 'standbeeld': 0.12, 'bouwplaats': 0.33, 'fabriek': 0.39}",fabriek,"['haven', 'boten', 'standbeeld', 'bouwplaats', 'fabriek']",NL-HlmNHA_1478_03103B00_01,89019,59027,0,0,2022-08-05 16:07:54,12889,no_description_found,2022-08-05 16:07:54,1,no_description_found,,
3148,"{'begraafplaats': 0.02, 'toren': 0.07, 'fabriek': 0.17, 'bouwplaats': 0.27, 'standbeeld': 0.35000000000000003}",standbeeld,"['begraafplaats', 'toren', 'fabriek', 'bouwplaats', 'standbeeld']",NL-HlmNHA_1478_03100B00_01,89016,59024,0,0,2022-08-05 15:25:36,13216,no_description_found,2022-08-05 16:06:36,1,no_description_found,,
3149,"{'begraafplaats': 0.02, 'toren': 0.07, 'fabriek': 0.17, 'bouwplaats': 0.27, 'standbeeld': 0.35000000000000003}",standbeeld,"['begraafplaats', 'toren', 'fabriek', 'bouwplaats', 'standbeeld']",NL-HlmNHA_1478_03100B00_01,89016,59024,0,0,2022-08-05 16:06:36,12889,no_description_found,2022-08-05 16:06:36,1,no_description_found,,
3154,"{'voetbal': 0.03, 'sport_overig': 0.03, 'etalage': 0.12, 'demonstratie': 0.13, 'borden_gevelsteen': 0.28}",borden_gevelsteen,"['voetbal', 'sport_overig', 'etalage', 'demonstratie', 'borden_gevelsteen']",NL-HlmNHA_1478_18424B04b_01,89400,59408,0,0,2022-08-08 06:54:33,16668,borden_gevelsteen,2022-08-08 23:04:18,9600,no_description_found,,
3155,"{'voetbal': 0.03, 'sport_overig': 0.03, 'etalage': 0.12, 'demonstratie': 0.13, 'borden_gevelsteen': 0.28}",borden_gevelsteen,"['voetbal', 'sport_overig', 'etalage', 'demonstratie', 'borden_gevelsteen']",NL-HlmNHA_1478_18424B04b_01,89400,59408,0,0,2022-08-08 22:35:56,10357,winkelstraat,2022-08-08 23:04:18,9600,no_description_found,,
3478,"{'bouwplaats': 0.05, 'motorfiets': 0.07, 'fabriek': 0.08, 'auto': 0.08, 'auto_ongeluk': 0.48}",auto_ongeluk,"['bouwplaats', 'motorfiets', 'fabriek', 'auto', 'auto_ongeluk']",NL-HlmNHA_1478_19218B00_01,89429,59437,1,0,2022-08-08 22:47:34,21385,no_description_found,2022-08-09 16:46:55,21510,no_description_found,Onderstel van een lorrie.,21510.0
3479,"{'bouwplaats': 0.05, 'motorfiets': 0.07, 'fabriek': 0.08, 'auto': 0.08, 'auto_ongeluk': 0.48}",auto_ongeluk,"['bouwplaats', 'motorfiets', 'fabriek', 'auto', 'auto_ongeluk']",NL-HlmNHA_1478_19218B00_01,89429,59437,1,0,2022-08-09 16:45:24,13336,fabriek,2022-08-09 16:46:55,21510,no_description_found,Onderstel van een lorrie.,21510.0
3590,"{'uitreiking_huldiging': 0.02, 'toren': 0.04, 'bouwplaats': 0.23, 'standbeeld': 0.24, 'fabriek': 0.35000000000000003}",fabriek,"['uitreiking_huldiging', 'toren', 'bouwplaats', 'standbeeld', 'fabriek']",NL-HlmNHA_1478_03102B00_01,89018,59026,0,0,2022-08-05 15:25:55,13216,no_description_found,2022-08-05 16:06:42,1,no_description_found,,
3591,"{'uitreiking_huldiging': 0.02, 'toren': 0.04, 'bouwplaats': 0.23, 'standbeeld': 0.24, 'fabriek': 0.35000000000000003}",fabriek,"['uitreiking_huldiging', 'toren', 'bouwplaats', 'standbeeld', 'fabriek']",NL-HlmNHA_1478_03102B00_01,89018,59026,0,0,2022-08-05 16:06:42,12889,no_description_found,2022-08-05 16:06:42,1,no_description_found,,
3598,"{'portret': 0.06, 'bouwplaats': 0.09, 'toren': 0.11, 'standbeeld': 0.14, 'fabriek': 0.34}",fabriek,"['portret', 'bouwplaats', 'toren', 'standbeeld', 'fabriek']",NL-HlmNHA_1478_03101B00_01,89017,59025,0,0,2022-08-05 15:25:46,13216,no_description_found,2022-08-05 16:06:54,1,no_description_found,,
3599,"{'portret': 0.06, 'bouwplaats': 0.09, 'toren': 0.11, 'standbeeld': 0.14, 'fabriek': 0.34}",fabriek,"['portret', 'bouwplaats', 'toren', 'standbeeld', 'fabriek']",NL-HlmNHA_1478_03101B00_01,89017,59025,0,0,2022-08-05 16:06:54,12889,no_description_found,2022-08-05 16:06:54,1,no_description_found,,
3616,"{'kerk_buiten': 0.04, 'standbeeld': 0.04, 'kunstwerk': 0.07, 'borden_gevelsteen': 0.12, 'toren': 0.36}",toren,"['kerk_buiten', 'standbeeld', 'kunstwerk', 'borden_gevelsteen', 'toren']",NL-HlmNHA_1478_19607B02_01,89435,59443,1,0,2022-08-08 16:47:22,18064,bakkerij,2022-08-10 11:17:11,21510,no_description_found,mallen voor iets,21510.0
3617,"{'kerk_buiten': 0.04, 'standbeeld': 0.04, 'kunstwerk': 0.07, 'borden_gevelsteen': 0.12, 'toren': 0.36}",toren,"['kerk_buiten', 'standbeeld', 'kunstwerk', 'borden_gevelsteen', 'toren']",NL-HlmNHA_1478_19607B02_01,89435,59443,1,0,2022-08-09 21:16:40,21666,no_description_found,2022-08-10 11:17:11,21510,no_description_found,mallen voor iets,21510.0
3690,"{'borden_gevelsteen': 0.03, 'honkbal': 0.04, 'dieren_overig': 0.07, 'kunstwerk': 0.09, 'portret': 0.36}",portret,"['borden_gevelsteen', 'honkbal', 'dieren_overig', 'kunstwerk', 'portret']",NL-HlmNHA_1478_14094B00_01,89250,59258,1,0,2022-08-07 19:42:04,10357,no_description_found,2022-08-08 22:49:49,1,no_description_found,,
3691,"{'borden_gevelsteen': 0.03, 'honkbal': 0.04, 'dieren_overig': 0.07, 'kunstwerk': 0.09, 'portret': 0.36}",portret,"['borden_gevelsteen', 'honkbal', 'dieren_overig', 'kunstwerk', 'portret']",NL-HlmNHA_1478_14094B00_01,89250,59258,1,0,2022-08-08 22:49:49,21385,no_description_found,2022-08-08 22:49:49,1,no_description_found,,
3700,"{'uitreiking_huldiging': 0.04, 'klaslokaal': 0.07, 'kantoor': 0.07, 'dieren_overig': 0.17, 'portret': 0.4}",portret,"['uitreiking_huldiging', 'klaslokaal', 'kantoor', 'dieren_overig', 'portret']",NL-HlmNHA_1478_09751B00_01,89119,59127,0,0,2022-08-06 18:30:23,10357,sinterklaas,2022-08-07 15:10:36,13945,no_description_found,,
3701,"{'uitreiking_huldiging': 0.04, 'klaslokaal': 0.07, 'kantoor': 0.07, 'dieren_overig': 0.17, 'portret': 0.4}",portret,"['uitreiking_huldiging', 'klaslokaal', 'kantoor', 'dieren_overig', 'portret']",NL-HlmNHA_1478_09751B00_01,89119,59127,0,0,2022-08-07 12:31:57,15201,no_description_found,2022-08-07 15:10:36,13945,no_description_found,,
3962,"{'muziek_optreden': 0.08, 'sneeuwlandschap': 0.12, 'markt': 0.12, 'brand': 0.16, 'schaatsen': 0.21}",schaatsen,"['muziek_optreden', 'sneeuwlandschap', 'markt', 'brand', 'schaatsen']",NL-HlmNHA_1478_06884B00_01,89054,59062,0,0,2022-08-05 21:01:36,17916,ontvangst_afscheid,2022-08-06 13:26:14,13945,no_description_found,,
3963,"{'muziek_optreden': 0.08, 'sneeuwlandschap': 0.12, 'markt': 0.12, 'brand': 0.16, 'schaatsen': 0.21}",schaatsen,"['muziek_optreden', 'sneeuwlandschap', 'markt', 'brand', 'schaatsen']",NL-HlmNHA_1478_06884B00_01,89054,59062,0,0,2022-08-06 12:53:10,13216,no_description_found,2022-08-06 13:26:14,13945,no_description_found,,
4400,"{'toren': 0.04, 'herdenking': 0.05, 'kerk_binnen': 0.06, 'strand': 0.09, 'kunstwerk': 0.39}",kunstwerk,"['toren', 'herdenking', 'kerk_binnen', 'strand', 'kunstwerk']",NL-HlmNHA_1478_00222C00_01,79318,49326,1,0,2022-08-08 19:49:15,4260,no_description_found,2022-08-08 23:10:04,9600,no_description_found,,
4401,"{'toren': 0.04, 'herdenking': 0.05, 'kerk_binnen': 0.06, 'strand': 0.09, 'kunstwerk': 0.39}",kunstwerk,"['toren', 'herdenking', 'kerk_binnen', 'strand', 'kunstwerk']",NL-HlmNHA_1478_00222C00_01,79318,49326,1,0,2022-08-08 22:06:52,10357,kunstwerk,2022-08-08 23:10:04,9600,no_description_found,,
4420,"{'ziekenhuis': 0.05, 'tentoonstelling': 0.05, 'gebouw': 0.07, 'winkel_binnen': 0.24, 'borden_gevelsteen': 0.32}",borden_gevelsteen,"['ziekenhuis', 'tentoonstelling', 'gebouw', 'winkel_binnen', 'borden_gevelsteen']",NL-HlmNHA_1478_00258C02_01,79320,49328,1,0,2022-08-08 21:23:37,21385,no_description_found,2022-08-08 22:37:48,1,no_description_found,,
4421,"{'ziekenhuis': 0.05, 'tentoonstelling': 0.05, 'gebouw': 0.07, 'winkel_binnen': 0.24, 'borden_gevelsteen': 0.32}",borden_gevelsteen,"['ziekenhuis', 'tentoonstelling', 'gebouw', 'winkel_binnen', 'borden_gevelsteen']",NL-HlmNHA_1478_00258C02_01,79320,49328,1,0,2022-08-08 22:37:48,10357,no_description_found,2022-08-08 22:37:48,1,no_description_found,,
4434,"{'ziekenhuis': 0.07, 'fabriek': 0.07, 'kunstwerk': 0.12, 'portret': 0.13, 'maquette': 0.2}",maquette,"['ziekenhuis', 'fabriek', 'kunstwerk', 'portret', 'maquette']",NL-HlmNHA_1478_00595C02_01,79342,49350,1,0,2022-08-08 13:44:11,18064,no_description_found,2022-08-08 21:32:14,1,no_description_found,,
4435,"{'ziekenhuis': 0.07, 'fabriek': 0.07, 'kunstwerk': 0.12, 'portret': 0.13, 'maquette': 0.2}",maquette,"['ziekenhuis', 'fabriek', 'kunstwerk', 'portret', 'maquette']",NL-HlmNHA_1478_00595C02_01,79342,49350,1,0,2022-08-08 21:32:14,21385,no_description_found,2022-08-08 21:32:14,1,no_description_found,,
4436,"{'portret': 0.05, 'huisje': 0.05, 'keuken': 0.11, 'ziekenhuis': 0.16, 'tentoonstelling': 0.27}",tentoonstelling,"['portret', 'huisje', 'keuken', 'ziekenhuis', 'tentoonstelling']",NL-HlmNHA_1478_00547C02_01,79339,49347,1,0,2022-08-08 22:27:25,10357,no_description_found,2022-08-08 23:07:19,1,no_description_found,,
4437,"{'portret': 0.05, 'huisje': 0.05, 'keuken': 0.11, 'ziekenhuis': 0.16, 'tentoonstelling': 0.27}",tentoonstelling,"['portret', 'huisje', 'keuken', 'ziekenhuis', 'tentoonstelling']",NL-HlmNHA_1478_00547C02_01,79339,49347,1,0,2022-08-08 23:07:19,21385,no_description_found,2022-08-08 23:07:19,1,no_description_found,,
4876,"{'paard': 0.01, 'toren': 0.02, 'mensenmassa': 0.07, 'markt': 0.12, 'kerk_buiten': 0.68}",kerk_buiten,"['paard', 'toren', 'mensenmassa', 'markt', 'kerk_buiten']",NL-HlmNHA_1478_01334G00_01,94407,64415,0,0,2022-08-08 10:21:07,16668,kerk_buiten,2022-08-12 12:46:33,13945,no_description_found,,
4877,"{'paard': 0.01, 'toren': 0.02, 'mensenmassa': 0.07, 'markt': 0.12, 'kerk_buiten': 0.68}",kerk_buiten,"['paard', 'toren', 'mensenmassa', 'markt', 'kerk_buiten']",NL-HlmNHA_1478_01334G00_01,94407,64415,0,0,2022-08-12 10:58:44,24202,markt,2022-08-12 12:46:33,13945,no_description_found,,
5032,"{'uitreiking_huldiging': 0.01, 'fabriek': 0.01, 'winkel_binnen': 0.01, 'dansende_mensen': 0.04, 'slagerij': 0.88}",slagerij,"['uitreiking_huldiging', 'fabriek', 'winkel_binnen', 'dansende_mensen', 'slagerij']",NL-HlmNHA_1478_09627G02_01,94966,64974,0,0,2022-08-11 11:12:52,21351,no_description_found,2022-08-11 15:55:09,13945,no_description_found,,
5033,"{'uitreiking_huldiging': 0.01, 'fabriek': 0.01, 'winkel_binnen': 0.01, 'dansende_mensen': 0.04, 'slagerij': 0.88}",slagerij,"['uitreiking_huldiging', 'fabriek', 'winkel_binnen', 'dansende_mensen', 'slagerij']",NL-HlmNHA_1478_09627G02_01,94966,64974,0,0,2022-08-11 14:43:44,5638,slagerij,2022-08-11 15:55:09,13945,no_description_found,,
5128,"{'gymnastiek': 0.05, 'schaatsen': 0.05, 'uitreiking_huldiging': 0.06, 'portret': 0.16, 'dansende_mensen': 0.19}",dansende_mensen,"['gymnastiek', 'schaatsen', 'uitreiking_huldiging', 'portret', 'dansende_mensen']",NL-HlmNHA_1478_08806G00_01,94935,64943,0,0,2022-08-11 11:05:48,21351,no_description_found,2022-08-11 15:52:59,13945,no_description_found,,
5129,"{'gymnastiek': 0.05, 'schaatsen': 0.05, 'uitreiking_huldiging': 0.06, 'portret': 0.16, 'dansende_mensen': 0.19}",dansende_mensen,"['gymnastiek', 'schaatsen', 'uitreiking_huldiging', 'portret', 'dansende_mensen']",NL-HlmNHA_1478_08806G00_01,94935,64943,0,0,2022-08-11 14:58:44,24202,portret,2022-08-11 15:52:59,13945,no_description_found,,
5178,"{'kantoor': 0.05, 'winkel_binnen': 0.06, 'portret': 0.06, 'borden_gevelsteen': 0.11, 'uitreiking_huldiging': 0.33}",uitreiking_huldiging,"['kantoor', 'winkel_binnen', 'portret', 'borden_gevelsteen', 'uitreiking_huldiging']",NL-HlmNHA_1478_08359G01_01,94919,64927,0,0,2022-08-11 11:02:31,21351,no_description_found,2022-08-11 14:52:17,1,no_description_found,,
5179,"{'kantoor': 0.05, 'winkel_binnen': 0.06, 'portret': 0.06, 'borden_gevelsteen': 0.11, 'uitreiking_huldiging': 0.33}",uitreiking_huldiging,"['kantoor', 'winkel_binnen', 'portret', 'borden_gevelsteen', 'uitreiking_huldiging']",NL-HlmNHA_1478_08359G01_01,94919,64927,0,0,2022-08-11 14:52:17,5638,no_description_found,2022-08-11 14:52:17,1,no_description_found,,
5236,"{'historisch_toneelstuk': 0.02, 'theater': 0.03, 'optocht': 0.11, 'muziek_optreden': 0.11, 'mensenmassa': 0.65}",mensenmassa,"['historisch_toneelstuk', 'theater', 'optocht', 'muziek_optreden', 'mensenmassa']",NL-HlmNHA_1478_03103G00_01,94758,64766,1,0,2022-08-10 19:19:05,13212,muziek_optreden,2022-08-11 13:05:20,13945,no_description_found,,
5237,"{'historisch_toneelstuk': 0.02, 'theater': 0.03, 'optocht': 0.11, 'muziek_optreden': 0.11, 'mensenmassa': 0.65}",mensenmassa,"['historisch_toneelstuk', 'theater', 'optocht', 'muziek_optreden', 'mensenmassa']",NL-HlmNHA_1478_03103G00_01,94758,64766,1,0,2022-08-10 20:07:41,23416,no_description_found,2022-08-11 13:05:20,13945,no_description_found,,
5354,"{'schaatsen': 0.05, 'gymnastiek': 0.09, 'dansende_mensen': 0.15, 'sport_overig': 0.16, 'portret': 0.21}",portret,"['schaatsen', 'gymnastiek', 'dansende_mensen', 'sport_overig', 'portret']",NL-HlmNHA_1478_08807G00_01,94936,64944,0,0,2022-08-11 11:05:55,21351,no_description_found,2022-08-11 14:40:29,1,no_description_found,,
5355,"{'schaatsen': 0.05, 'gymnastiek': 0.09, 'dansende_mensen': 0.15, 'sport_overig': 0.16, 'portret': 0.21}",portret,"['schaatsen', 'gymnastiek', 'dansende_mensen', 'sport_overig', 'portret']",NL-HlmNHA_1478_08807G00_01,94936,64944,0,0,2022-08-11 14:40:29,5638,no_description_found,2022-08-11 14:40:29,1,no_description_found,,
5396,"{'uitreiking_huldiging': 0.03, 'sinterklaas': 0.04, 'dansende_mensen': 0.11, 'geestelijken': 0.26, 'slagerij': 0.4}",slagerij,"['uitreiking_huldiging', 'sinterklaas', 'dansende_mensen', 'geestelijken', 'slagerij']",NL-HlmNHA_1478_09625G02_01,94965,64973,0,0,2022-08-11 11:12:37,21351,no_description_found,2022-08-11 15:54:48,13945,no_description_found,,
5397,"{'uitreiking_huldiging': 0.03, 'sinterklaas': 0.04, 'dansende_mensen': 0.11, 'geestelijken': 0.26, 'slagerij': 0.4}",slagerij,"['uitreiking_huldiging', 'sinterklaas', 'dansende_mensen', 'geestelijken', 'slagerij']",NL-HlmNHA_1478_09625G02_01,94965,64973,0,0,2022-08-11 12:44:49,22162,slagerij,2022-08-11 15:54:48,13945,no_description_found,,
5638,"{'herdenking': 0.03, 'duinen': 0.07, 'akker': 0.1, 'strand': 0.23, 'kamperen': 0.43}",kamperen,"['herdenking', 'duinen', 'akker', 'strand', 'kamperen']",NL-HlmNHA_1478_04035G00_01,94797,64805,0,0,2022-08-10 19:39:40,13212,kamperen,2022-08-11 13:07:46,13945,no_description_found,,
5639,"{'herdenking': 0.03, 'duinen': 0.07, 'akker': 0.1, 'strand': 0.23, 'kamperen': 0.43}",kamperen,"['herdenking', 'duinen', 'akker', 'strand', 'kamperen']",NL-HlmNHA_1478_04035G00_01,94797,64805,0,0,2022-08-10 19:49:35,23416,no_description_found,2022-08-11 13:07:46,13945,no_description_found,,
6028,"{'eend': 0.04, 'opgraving': 0.08, 'bouwplaats': 0.12, 'standbeeld': 0.14, 'straat': 0.25}",straat,"['eend', 'opgraving', 'bouwplaats', 'standbeeld', 'straat']",NL-HlmNHA_1478_01135K00_11,79693,49701,0,0,2022-08-11 11:18:27,21351,no_description_found,2022-08-11 15:56:52,13945,no_description_found,,
6029,"{'eend': 0.04, 'opgraving': 0.08, 'bouwplaats': 0.12, 'standbeeld': 0.14, 'straat': 0.25}",straat,"['eend', 'opgraving', 'bouwplaats', 'standbeeld', 'straat']",NL-HlmNHA_1478_01135K00_11,79693,49701,0,0,2022-08-11 12:45:44,22162,straat,2022-08-11 15:56:52,13945,no_description_found,,
6072,"{'bus_truck': 0.04, 'toren': 0.05, 'fietsende_mensen': 0.06, 'kunstwerk': 0.23, 'straat': 0.27}",straat,"['bus_truck', 'toren', 'fietsende_mensen', 'kunstwerk', 'straat']",NL-HlmNHA_1478_01601A08_04,79708,49716,0,0,2022-08-11 11:23:53,21351,no_description_found,2022-08-11 14:58:16,1,no_description_found,,
6073,"{'bus_truck': 0.04, 'toren': 0.05, 'fietsende_mensen': 0.06, 'kunstwerk': 0.23, 'straat': 0.27}",straat,"['bus_truck', 'toren', 'fietsende_mensen', 'kunstwerk', 'straat']",NL-HlmNHA_1478_01601A08_04,79708,49716,0,0,2022-08-11 14:58:16,5638,no_description_found,2022-08-11 14:58:16,1,no_description_found,,
6074,"{'bouwplaats': 0.04, 'markt': 0.09, 'boten': 0.16, 'haven': 0.17, 'kamperen': 0.26}",kamperen,"['bouwplaats', 'markt', 'boten', 'haven', 'kamperen']",NL-HlmNHA_1478_01610A00_06,79709,49717,0,0,2022-08-11 11:24:13,21351,no_description_found,2022-08-11 14:38:14,1,no_description_found,,
6075,"{'bouwplaats': 0.04, 'markt': 0.09, 'boten': 0.16, 'haven': 0.17, 'kamperen': 0.26}",kamperen,"['bouwplaats', 'markt', 'boten', 'haven', 'kamperen']",NL-HlmNHA_1478_01610A00_06,79709,49717,0,0,2022-08-11 14:38:14,5638,no_description_found,2022-08-11 14:38:14,1,no_description_found,,
6084,"{'bouwplaats': 0.04, 'fabriek': 0.05, 'brand': 0.06, 'huisje': 0.17, 'straat': 0.33}",straat,"['bouwplaats', 'fabriek', 'brand', 'huisje', 'straat']",NL-HlmNHA_1478_01721A00_01,79715,49723,0,0,2022-08-11 11:25:40,21351,no_description_found,2022-08-11 15:59:53,13945,no_description_found,,
6085,"{'bouwplaats': 0.04, 'fabriek': 0.05, 'brand': 0.06, 'huisje': 0.17, 'straat': 0.33}",straat,"['bouwplaats', 'fabriek', 'brand', 'huisje', 'straat']",NL-HlmNHA_1478_01721A00_01,79715,49723,0,0,2022-08-11 12:46:19,22162,straat,2022-08-11 15:59:53,13945,no_description_found,,
6278,"{'muziek_optreden': 0.01, 'speech': 0.03, 'klaslokaal': 0.04, 'uitreiking_huldiging': 0.28, 'vergaderruimte': 0.59}",vergaderruimte,"['muziek_optreden', 'speech', 'klaslokaal', 'uitreiking_huldiging', 'vergaderruimte']",NL-HlmNHA_1478_03514K00_20,79798,49806,0,0,2022-08-11 17:26:20,21385,vergaderruimte,2022-08-12 12:49:56,13945,no_description_found,,
6279,"{'muziek_optreden': 0.01, 'speech': 0.03, 'klaslokaal': 0.04, 'uitreiking_huldiging': 0.28, 'vergaderruimte': 0.59}",vergaderruimte,"['muziek_optreden', 'speech', 'klaslokaal', 'uitreiking_huldiging', 'vergaderruimte']",NL-HlmNHA_1478_03514K00_20,79798,49806,0,0,2022-08-11 17:28:48,13212,no_description_found,2022-08-12 12:49:56,13945,no_description_found,,
6286,"{'kunstwerk': 0.08, 'woonkamer': 0.09, 'maquette': 0.11, 'standbeeld': 0.15, 'fabriek': 0.28}",fabriek,"['kunstwerk', 'woonkamer', 'maquette', 'standbeeld', 'fabriek']",NL-HlmNHA_1478_03553K01_02,79802,49810,0,0,2022-08-11 17:30:06,13212,no_description_found,2022-08-12 12:50:30,13945,no_description_found,,
6287,"{'kunstwerk': 0.08, 'woonkamer': 0.09, 'maquette': 0.11, 'standbeeld': 0.15, 'fabriek': 0.28}",fabriek,"['kunstwerk', 'woonkamer', 'maquette', 'standbeeld', 'fabriek']",NL-HlmNHA_1478_03553K01_02,79802,49810,0,0,2022-08-11 17:36:36,16679,fabriek,2022-08-12 12:50:30,13945,no_description_found,,
